appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,initialprice,languages,genre,ccu,tags,Casual,NaN,Action,Accounting,Early Access,Utilities,Indie,Web,Development,Simulation,RPG,Strategy,Free to Play,Adventure,Movie,Violent,Animation & Modelling,Design & Illustration,Racing,Photo Editing,Video Production,MMO,Software,Audio,Sports,Education,has_multiplayer,has_dlc,Developer_score
501320,The Shrouded Isle,"Jongwoo Kim, Erica Lahaie, FX Bilodeau, Tanya Short",Kitfox Games,,800,330,"200,000 .. 500,000",155,0,999,"English, German, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, French, Korean, Portuguese, Spanish - Spain, Italian","Indie, Simulation",8,"{'Political Sim': 408, '2D': 372, 'Management': 367, 'Horror': 359, 'Turn-Based Strategy': 353, 'Turn-Based': 352, 'Difficult': 347, 'Diplomacy': 336, 'Dark Humor': 335, 'Building': 335, 'Villain Protagonist': 331, 'Strategy RPG': 330, 'Story Rich': 328, 'Strategy': 325, 'Noir': 307, 'Experimental': 298, 'Multiple Endings': 290, 'Choices Matter': 289, 'Procedural Generation': 277, 'Puzzle': 270}",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
501590,Bulletstorm: Full Clip Edition,People Can Fly,Gearbox Publishing,,5014,663,"200,000 .. 500,000",235,0,3999,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian","Action, Adventure",52,"{'Action': 144, 'Gore': 111, 'FPS': 104, 'Adventure': 93, 'Violent': 91, 'First-Person': 71, 'Shooter': 69, 'Comedy': 64, 'Singleplayer': 64, 'Sci-fi': 56, 'Multiplayer': 42, 'Co-op': 35, 'Funny': 31, 'Atmospheric': 30, 'Online Co-Op': 14, 'Great Soundtrack': 13, 'Sexual Content': 13, 'Story Rich': 12, 'Survival': 6, 'Dark Humor': 6}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,AAA
501790,Unforeseen Incidents,"Backwoods Entertainment, Application Systems Heidelberg",Application Systems Heidelberg,,535,62,"100,000 .. 200,000",0,0,1999,"English, French, Italian, German, Spanish - Spain","Adventure, Indie",7,"{'Adventure': 80, 'Indie': 75, 'Point & Click': 75, 'Story Rich': 61, 'Atmospheric': 59, 'Singleplayer': 58, 'Puzzle': 57, 'Stylized': 57, 'Detective': 57, 'Mystery': 57, 'Hand-drawn': 57, 'Exploration': 53, '2D': 53, 'Great Soundtrack': 52, 'Conspiracy': 52, 'Interactive Fiction': 51, 'Noir': 49, 'Comedy': 47, 'Cartoony': 31, 'Funny': 28}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
501990,Phantasmagoria,Sierra,Activision,,262,42,"100,000 .. 200,000",101,0,999,English,Adventure,6,"{'Adventure': 47, 'FMV': 38, 'Horror': 29, 'Point & Click': 28, ""1990's"": 21, 'Female Protagonist': 21, 'Gore': 18, 'Classic': 16, 'Cult Classic': 15, 'Psychological Horror': 9, 'Retro': 8, 'Singleplayer': 8, 'Mystery': 8, 'Third Person': 7}",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502090,Invisible Mind,VGstudio,VGstudio,,60,96,"100,000 .. 200,000",389,0,499,"English, Russian","Adventure, Indie",2,"{'Indie': 51, 'Adventure': 27}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502140,Drayt Empire,RPG Video,Back To Basics Gaming,,117,117,"500,000 .. 1,000,000",286,0,99,English,"Indie, RPG",0,"{'Indie': 47, 'RPG': 23, 'RPGMaker': 13}",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502230,Monsters' Den: Book of Dread,Monstrum,Monstrum,,136,8,"100,000 .. 200,000",0,0,499,English,"Casual, Indie, RPG, Strategy",2,"{'CRPG': 280, 'Tactical RPG': 275, 'Turn-Based Tactics': 272, 'Dungeon Crawler': 269, 'Hack and Slash': 264, 'Perma Death': 256, 'Turn-Based': 252, 'Casual': 245, 'Party-Based RPG': 242, 'Strategy RPG': 239, 'Survival': 236, 'Rogue-like': 232, 'Character Customization': 231, 'RPG': 221, 'Strategy': 218, '2D': 205, 'Fantasy': 203, 'Isometric': 201, 'Turn-Based Combat': 196, 'Procedural Generation': 194}",True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502500,ACE COMBAT 7: SKIES UNKNOWN,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,,20147,3324,"500,000 .. 1,000,000",1214,20,5999,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Korean, Traditional Chinese, Spanish - Latin America, Simplified Chinese","Action, Simulation",432,"{'Flight': 614, 'Jet': 485, 'Military': 476, 'War': 471, 'Shooter': 463, 'Arcade': 451, 'Cinematic': 444, 'PvP': 435, 'Simulation': 428, 'First-Person': 425, '3D': 422, 'Third Person': 419, 'Action': 414, 'Story Rich': 412, 'Multiplayer': 342, 'Realistic': 330, 'Sci-fi': 328, 'Silent Protagonist': 327, 'Great Soundtrack': 323, 'Singleplayer': 319}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
502520,Ultimate General: Civil War,Game-Labs,Game-Labs,,5501,668,"500,000 .. 1,000,000",1012,0,2999,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Japanese, Korean","Indie, Simulation, Strategy",615,"{'Strategy': 284, 'War': 241, 'Historical': 216, 'RTS': 188, 'Simulation': 175, 'Tactical': 130, 'America': 120, 'Military': 120, 'Wargame': 117, 'Indie': 111, 'Singleplayer': 108, 'Real Time Tactics': 101, 'Realistic': 95, 'Grand Strategy': 93, 'Tabletop': 93, 'Atmospheric': 90, 'Turn-Based Strategy': 82, 'Early Access': 82, 'Strategy RPG': 79, 'Board Game': 76}",False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502750,Quest for Glory 1-5,Sierra,Activision,,285,15,"100,000 .. 200,000",3,0,999,English,Adventure,20,"{'Adventure': 57, ""1990's"": 42, 'Classic': 30, 'Point & Click': 29, 'Great Soundtrack': 16, '2D': 16, 'Cult Classic': 14, 'Fantasy': 13, 'Retro': 12, 'Exploration': 9, 'Magic': 9, 'Medieval': 9, 'RPG': 7}",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502770,Voodoo Garden,M. Hanka,Liu Lidan,,539,163,"100,000 .. 200,000",1450,0,299,"English, French, German, Russian, Simplified Chinese","Casual, Indie, Simulation",1,"{'Casual': 70, 'Farming Sim': 68, 'Indie': 63, 'Simulation': 61, 'Clicker': 58, 'Cute': 49, 'Relaxing': 48, '2D': 47, 'Agriculture': 45, 'Building': 35, 'Singleplayer': 32, 'Colorful': 32, 'Management': 28, 'Atmospheric': 28, 'Family Friendly': 27, 'RPG': 25, 'Funny': 23, 'Action': 20, 'Illuminati': 17, 'Touch-Friendly': 14}",True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
502800,SENRAN KAGURA ESTIVAL VERSUS,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",,4349,227,"100,000 .. 200,000",890,13,2999,"English, Japanese, Korean, Traditional Chinese",Action,36,"{'Nudity': 437, 'Sexual Content': 414, 'Anime': 382, '3D Fighter': 278, 'Mature': 270, 'Action': 226, 'Female Protagonist': 209, 'Hack and Slash': 176, 'Cute': 119, 'Fighting': 116, 'Ninja': 89, 'Multiplayer': 80, ""Beat 'em up"": 78, 'Singleplayer': 75, 'Story Rich': 46, 'Great Soundtrack': 45, 'JRPG': 37, 'Dating Sim': 30, 'Visual Novel': 27, 'Hentai': 25}",False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
502820,Batman: Arkham VR,Rocksteady Studios,Warner Bros. Interactive Entertainment,,1148,467,"100,000 .. 200,000",58,115,1999,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian",Adventure,10,"{'VR': 59, 'Adventure': 36, 'Superhero': 11, 'Short': 11, 'Singleplayer': 7, 'Horror': 6}",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
503300,Super Star,Dream Works,Paradise Project,,3121,858,"200,000 .. 500,000",101,0,199,"English, Traditional Chinese","Adventure, Indie, Simulation",4,"{'Sexual Content': 531, 'Nudity': 502, 'Mature': 460, 'Anime': 188, 'Simulation': 131, 'Visual Novel': 116, 'Dating Sim': 88, 'Indie': 73, 'Adventure': 48, 'Hentai': 43, 'Memes': 36, 'Management': 18, 'Singleplayer': 10, 'Action': 7, 'Horror': 5}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
503350,White Noise 2,Milkstone Studios,Milkstone Studios,,2231,556,"200,000 .. 500,000",83,0,999,"English, Spanish - Spain, Italian, Finnish, Russian, French, German, Portuguese, Norwegian, Hungarian, Simplified Chinese, Japanese","Action, Adventure, Indie, Strategy",2,"{'Horror': 275, 'Multiplayer': 231, 'Survival Horror': 191, 'Team-Based': 152, 'Co-op': 152, 'Online Co-Op': 145, 'Survival': 130, 'First-Person': 125, 'Adventure': 123, 'Action': 120, 'Strategy': 116, 'Atmospheric': 114, 'Stealth': 114, 'Psychological Horror': 113, 'Exploration': 109, 'Replay Value': 106, 'Funny': 103, 'Investigation': 103, 'Indie': 99, 'FPS': 87}",False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
503560,911 Operator,Jutsu Games,Games Operators,,11821,1475,"500,000 .. 1,000,000",397,0,1499,"English, French, German, Spanish - Spain, Polish, Simplified Chinese, Russian, Japanese, Czech, Korean, Portuguese - Brazil, Turkish","Casual, Indie, Simulation, Strategy",230,"{'Simulation': 294, 'Strategy': 257, 'Management': 199, 'Singleplayer': 156, 'Indie': 152, 'Casual': 141, 'Realistic': 103, 'Crime': 89, 'Choices Matter': 85, 'Education': 72, 'Tactical': 71, '2D': 67, 'Real Time Tactics': 66, 'Atmospheric': 58, 'Addictive': 58, 'Modern': 53, 'Minimalist': 52, 'Moddable': 49, 'Drama': 46, 'Mature': 45}",True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,AAA
503580,Duck Season,Stress Level Zero,Stress Level Zero,,931,178,"100,000 .. 200,000",53,0,1999,English,"Action, Adventure, Casual, Indie",2,"{'Horror': 61, 'VR': 58, 'Action': 45, 'Indie': 39, 'Psychological Horror': 38, 'Adventure': 35, 'Casual': 32, 'Singleplayer': 15, 'First-Person': 14, '1980s': 11, 'Multiple Endings': 8, 'FPS': 5, 'Story Rich': 5, 'VR Only': 1}",True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
503770,Elven Assassin,Wenkly Studio Sp. z o.o.,Wenkly Studio Sp. z o.o.,,471,79,"200,000 .. 500,000",11,0,1499,English,"Action, Adventure, Indie, Simulation, Early Access",58,"{'Action': 34, 'Simulation': 33, 'Adventure': 32, 'Indie': 32, 'VR': 29, 'Early Access': 25, 'Archery': 11, 'Tower Defense': 6, 'Multiplayer': 5, 'VR Only': 1}",False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
503820,A Detective's Novel,Amaterasu Software,Amaterasu Software,,566,268,"500,000 .. 1,000,000",251,1,99,English,"Adventure, Indie",6,"{'Indie': 114, 'Adventure': 41, 'Visual Novel': 23, 'Detective': 16, 'Mystery': 7}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
503940,Railway Empire,Gaming Minds Studios,Kalypso Media,,6299,1345,"500,000 .. 1,000,000",1974,1449,2999,"English, French, German, Russian, Simplified Chinese, Italian, Spanish - Spain, Polish, Korean, Japanese","Simulation, Strategy",1121,"{'Strategy': 309, 'Simulation': 268, 'Management': 211, 'Trains': 190, 'Economy': 176, 'Building': 159, 'Historical': 121, 'Trading': 119, 'America': 116, 'Singleplayer': 114, 'Real-Time': 111, 'Western': 111, 'Sandbox': 108, 'City Builder': 97, 'Transportation': 96, 'Family Friendly': 90, 'Replay Value': 86, 'Crafting': 81, 'Resource Management': 80, 'Exploration': 74}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
504130,Manual Samuel - Anniversary Edition,Perfectly Paranormal,Curve Games,,2052,435,"500,000 .. 1,000,000",146,0,999,"English, French, German, Spanish - Spain, Norwegian, Russian, Turkish, Japanese","Adventure, Indie",6,"{'Dark Humor': 79, 'Singleplayer': 74, 'Adventure': 72, 'Local Co-Op': 71, 'Funny': 66, 'Indie': 65, 'Dark Comedy': 53, 'Physics': 37, 'Difficult': 33, 'Comedy': 18, '2D': 16, 'Cartoony': 12, 'Intentionally Awkward Controls': 12, 'Controller': 6}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
504210,SHENZHEN I/O,Zachtronics,Zachtronics,,3066,145,"200,000 .. 500,000",371,0,1499,"English, Simplified Chinese","Indie, Simulation",51,"{'Programming': 163, 'Automation': 111, 'Puzzle': 97, 'Logic': 79, 'Simulation': 72, 'Indie': 65, 'Difficult': 65, 'Singleplayer': 38, 'Education': 37, 'Sandbox': 22, 'Building': 21, 'Great Soundtrack': 17, '2D': 5}",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,AAA
504230,Celeste,"Extremely OK Games, Ltd.",Matt Makes Games Inc.,,46938,1056,"1,000,000 .. 2,000,000",1025,17,1999,"English, French, Italian, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese","Action, Adventure, Indie",1040,"{'Precision Platformer': 801, 'Difficult': 788, 'Great Soundtrack': 784, 'Pixel Graphics': 784, 'Platformer': 770, 'Indie': 674, '2D Platformer': 656, 'Female Protagonist': 517, '2D': 442, 'Singleplayer': 424, 'Story Rich': 416, 'Adventure': 372, 'Cute': 313, 'Puzzle-Platformer': 256, 'Action': 254, 'Atmospheric': 236, 'Retro': 158, 'Side Scroller': 157, 'LGBTQ+': 147, 'Exploration': 145}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
504490,The God's Chain,CRASS Studios,CRASS Infotech,,118,224,"200,000 .. 500,000",301,0,799,English,Action,0,"{'Action': 42, 'Third-Person Shooter': 26, 'FPS': 25, 'Multiplayer': 24, 'Aliens': 17, 'Sci-fi': 16, 'Shooter': 15, 'Co-op Campaign': 11, 'Online Co-Op': 10, 'Indie': 6}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
504770,Slavistan,Free Candy Games,Free Candy Games,,642,65,"100,000 .. 200,000",56,0,199,English,"Action, Indie, Simulation",0,"{'Indie': 150, 'Simulation': 29, 'Action': 27, 'Memes': 25, 'Pixel Graphics': 16}",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
504980,Elves Adventure,Patryk Taranek,Patryk Taranek,,42,120,"100,000 .. 200,000",243,0,199,English,"Action, Adventure",0,"{'Adventure': 32, 'Action': 25, 'FPS': 7}",False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
505170,Carmageddon: Max Damage,Stainless Games Ltd,THQ Nordic,,2034,614,"200,000 .. 500,000",172,0,1699,"English, French, Italian, German, Spanish - Spain, Russian",Action,18,"{'Combat Racing': 73, 'Gore': 71, 'Action': 62, 'Racing': 62, 'Vehicular Combat': 33, 'Automobile Sim': 25, 'Multiplayer': 20, 'Funny': 19, 'Destruction': 18, 'Driving': 15, 'Comedy': 13, 'Violent': 9, 'Open World': 8, 'Arcade': 5, 'Singleplayer': 5, 'Memes': 5}",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,AAA
505210,Neon Space 2,EGAMER,EGAMER,,252,103,"100,000 .. 200,000",209,0,1099,English,"Action, Adventure, Casual, Indie, Strategy",2,"{'Action': 41, 'Indie': 37, 'Casual': 34, 'Strategy': 33, 'Adventure': 33}",True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
505230,Pathologic 2,Ice-Pick Lodge,tinyBuild,,6029,512,"200,000 .. 500,000",335,0,3499,"English, Russian","Adventure, Indie, RPG",103,"{'Story Rich': 514, 'Choices Matter': 489, 'Atmospheric': 481, 'RPG': 469, 'Detective': 437, 'Difficult': 435, 'Singleplayer': 414, 'Immersive Sim': 410, 'Survival': 404, 'Surreal': 396, 'Survival Horror': 382, 'Psychological Horror': 381, 'Adventure': 362, 'Isometric': 357, 'Open World': 354, 'CRPG': 352, 'Indie': 348, 'Dystopian ': 344, 'First-Person': 313, 'Dark': 311}",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
505330,Apocalipsis,Punch Punk Games,Klabater,,242,96,"100,000 .. 200,000",0,0,699,"English, French, Italian, German, Spanish - Spain, Russian, Polish, Simplified Chinese, Portuguese - Brazil","Adventure, Casual, Indie",1,"{'Horror': 225, 'Hand-drawn': 219, 'Point & Click': 217, 'Story Rich': 212, 'Adventure': 208, 'Singleplayer': 201, 'Indie': 199, 'Mature': 197, 'Atmospheric': 195, 'Puzzle': 189, 'Stylized': 181, 'Post-apocalyptic': 179, 'Action': 165, 'Exploration': 159, 'Medieval': 156, 'Choices Matter': 147, 'Simulation': 136, 'Experimental': 133, 'Hidden Object': 124, 'Dark': 119}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
505460,Foxhole,Siege Camp,Siege Camp,,17374,3428,"500,000 .. 1,000,000",1276,20,2999,English,"Action, Indie, Massively Multiplayer, RPG, Strategy, Early Access",1845,"{'Early Access': 530, 'Massively Multiplayer': 481, 'Base-Building': 473, 'Wargame': 469, 'World War II': 462, 'Military': 457, 'Sandbox': 446, 'Open World': 444, 'War': 437, 'PvP': 426, 'Top-Down': 417, 'Tactical': 414, 'Team-Based': 399, 'Multiplayer': 395, 'Top-Down Shooter': 387, 'Strategy': 386, 'Crafting': 382, 'Co-op': 372, 'Shooter': 368, 'Action': 273}",False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,AAA
506500,Party Panic,Everglow Interactive Inc.,Everglow Interactive Inc.,,1998,598,"100,000 .. 200,000",241,0,1699,"English, French, German, Spanish - Spain, Japanese, Turkish, Italian, Russian, Simplified Chinese, Traditional Chinese, Dutch, Korean","Action, Casual, Indie",33,"{'Multiplayer': 103, '4 Player Local': 88, 'Casual': 87, 'Funny': 75, 'Indie': 69, 'Local Multiplayer': 69, 'Action': 64, 'Minigames': 63, 'Party': 39, 'Split Screen': 37, 'Early Access': 31, 'Party Game': 28, 'Co-op': 19, 'Controller': 10, 'Family Friendly': 7, 'Board Game': 6, 'Free to Play': 5}",True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
506610,Five Nights at Freddy's: Sister Location,Scott Cawthon,Scott Cawthon,,7410,720,"200,000 .. 500,000",193,99,799,English,"Action, Indie, Simulation",178,"{'Horror': 1196, 'Survival Horror': 885, 'Singleplayer': 852, 'Robots': 845, 'First-Person': 838, 'Dark': 763, 'Difficult': 593, 'Survival': 589, 'Strategy': 566, 'Indie': 561, 'Story Rich': 528, 'Mystery': 465, 'Psychological Horror': 439, 'Atmospheric': 375, 'Simulation': 292, 'Lore-Rich': 236, 'Memes': 187, 'Funny': 140, 'Adventure': 130, 'Gore': 115}",False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
506670,ORBITAL,Ardi Studio,Garage Games,,198,70,"200,000 .. 500,000",213,0,99,English,"Casual, Indie",3,"{'Casual': 313, 'Indie': 31, 'Space': 14}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
507010,Mr.President!,Game Developer X,Game Developer X,,2682,712,"100,000 .. 200,000",98,0,999,English,"Action, Adventure, Indie, Simulation",4,"{'Memes': 109, 'Funny': 81, 'Action': 73, 'Politics': 70, 'Indie': 65, 'Simulation': 60, 'Comedy': 58, 'Physics': 54, 'Political': 48, 'Adventure': 46, 'Parkour': 32, 'Singleplayer': 32, 'Illuminati': 31, 'Psychological Horror': 20, 'Difficult': 18, 'Multiplayer': 14, 'Violent': 12, 'Gore': 9, 'Anime': 7, 'Sexual Content': 6}",False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,AAA
507380,Black Sand Drift,Echo Hall Studios,Sometimes You,,149,70,"200,000 .. 500,000",221,0,99,English,"Casual, Indie",0,"{'Casual': 39, 'Indie': 24, ""Shoot 'Em Up"": 5}",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
507390,Gone In November,Florastamine,Sometimes You,,230,129,"200,000 .. 500,000",501,0,99,English,"Adventure, Indie",2,"{'Indie': 45, 'Adventure': 25, 'Walking Simulator': 8, 'First-Person': 6}",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
507490,Ashes of the Singularity: Escalation,"Stardock Entertainment, Oxide Games",Stardock Entertainment,,3075,969,"200,000 .. 500,000",350,0,2999,"English, German, French, Italian, Spanish - Spain, Portuguese - Brazil","Indie, Simulation, Strategy",53,"{'RTS': 405, 'Wargame': 390, 'Real Time Tactics': 384, 'Base-Building': 381, 'PvE': 376, 'PvP': 369, 'Strategy': 365, 'Sci-fi': 360, '3D': 352, 'Third Person': 346, 'Story Rich': 341, 'Transhumanism': 329, 'Moddable': 328, 'Team-Based': 327, 'Vehicular Combat': 319, 'Colorful': 316, 'Economy': 305, 'Military': 297, 'Tutorial': 288, 'Tactical': 287}",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
507520,Zzzz-Zzzz-Zzzz,SaintHeiser,Half-Face Games,,178,47,"100,000 .. 200,000",0,0,399,"English, Russian","Adventure, Casual, Indie",2,"{'Casual': 69, 'Indie': 30, 'Adventure': 28, 'Platformer': 6, 'Pixel Graphics': 5, 'Atmospheric': 5}",True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
508180,Fly and Destroy,EGAMER,EGAMER,,149,90,"100,000 .. 200,000",392,259,1099,English,"Action, Adventure, Casual, Indie, Strategy",1,"{'Casual': 44, 'Action': 35, 'Indie': 34, 'Strategy': 32, 'Adventure': 32, 'Space': 6}",True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
508190,Dragon Knight,D.K Studio,Paradise Project,,1959,624,"100,000 .. 200,000",259,0,399,"English, Japanese, Traditional Chinese","Action, Adventure, Indie, RPG",2,"{'Hentai': 138, 'Sexual Content': 135, 'Nudity': 133, 'Action': 86, 'Anime': 86, 'RPG': 78, 'Indie': 61, 'Mature': 55, 'Female Protagonist': 53, 'Adventure': 50, 'Hack and Slash': 46, '2D': 44, 'Side Scroller': 38, ""Beat 'em up"": 27, 'Violent': 17, 'Rogue-like': 16, 'Gore': 15, 'Early Access': 9, 'Psychological Horror': 6, 'Fantasy': 6}",False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,AAA
508290,$1 Ride,BeHappy Studios,Back To Basics Gaming,,362,433,"500,000 .. 1,000,000",299,0,99,English,"Action, Casual, Indie",1,"{'Casual': 195, 'Action': 35, 'Indie': 34, 'Arcade': 9}",True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
508440,Totally Accurate Battle Simulator,Landfall,Landfall,,77992,1616,"2,000,000 .. 5,000,000",2150,960,1999,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese, Portuguese, Russian","Indie, Simulation, Strategy",2516,"{'Sandbox': 2916, 'Funny': 2908, 'Simulation': 2876, 'Physics': 2862, 'Singleplayer': 2853, 'Indie': 2837, 'Adventure': 2810, 'Realistic': 2788, 'War': 2278, 'Strategy': 2264, '3D': 1520, 'Colorful': 1515, 'Fantasy': 1494, 'Comedy': 1487, 'Action': 1477, 'Memes': 1473, 'Casual': 1471, 'Historical': 1164, 'Medieval': 1138, 'Cute': 574}",True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
508550,Sneak Thief,Nicholas Rizzo,Nicholas Rizzo,,943,285,"100,000 .. 200,000",341,0,999,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian","Action, Indie, Strategy, Early Access",9,"{'Early Access': 43, 'Stealth': 42, 'Action': 39, 'Strategy': 37, 'Indie': 36, 'First-Person': 29, 'Singleplayer': 28, 'Heist': 20, 'Puzzle': 19, 'FPS': 18, 'Multiplayer': 13, 'Horror': 12, 'Shooter': 11, 'Gore': 6, 'Open World': 5}",False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,AAA
508900,Zup! X,Quiet River,Quiet River,,5542,178,"100,000 .. 200,000",128,0,99,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese","Casual, Indie",11,"{'Casual': 100, 'Indie': 82, 'Puzzle': 81, 'Relaxing': 67, '2D': 62, 'Physics': 46, 'Minimalist': 42, 'Singleplayer': 41, 'Short': 31, 'Great Soundtrack': 29, 'Cute': 14, 'Fast-Paced': 13, 'Strategy': 8}",True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,AAA
